Date,Air Temp (F),Rel Hum (%),Wind Speed (mph),FWI
2016-01-12 03:00:00,40.964,56.25,3.24365,5.149828310032868
2016-01-12 04:00:00,40.226,55.5,3.37787,5.37948317138868
2016-01-12 05:00:00,39.83,54.12,3.40024,5.478217206754527
2016-01-12 06:00:00,40.208,51.19,3.26602,5.39562269506319
2016-01-12 07:00:00,42.476,55.38,2.93047,4.750868445563956
2016-01-12 08:00:00,49.46,45.75,4.58585,8.269319262805892
2016-01-12 09:00:00,54.644000000000005,30.31,7.02418,15.193004532153433
2016-01-12 10:00:00,58.64,24.62,8.65719,20.0481579549401
2016-01-12 11:00:00,60.71,24.81,9.03748,20.91775096894458
2016-01-12 12:00:00,61.808,24.44,8.99274,20.930689220744846
2016-01-12 13:00:00,62.042,24.38,8.54534,19.921424744561943
2016-01-12 14:00:00,61.25,25.19,7.51632,17.3763753371611
2016-01-12 15:00:00,58.658,33.81,4.72007,9.950949100317576
2016-01-12 16:00:00,51.638000000000005,53.88,2.41596,4.12381469986652
2016-01-12 17:00:00,48.974000000000004,50.69,2.6844,4.595388814326283
2016-01-12 18:00:00,48.542,46.06,2.77388,5.169191227814237
2016-01-12 19:00:00,46.94,51.0,3.24365,5.420243223892779
2016-01-12 20:00:00,45.518,56.38,3.37787,5.376897100009668
2016-01-12 21:00:00,44.42,60.75,3.31076,4.985793128438219
2016-01-12 22:00:00,43.664,64.0,3.33313,4.748824574903804
2016-01-12 23:00:00,43.016,65.81,3.42261,4.694491168600736
2016-01-13 00:00:00,42.620000000000005,65.56,3.53446,4.856436818042282
2016-01-13 01:00:00,42.44,63.38,3.71342,5.294148936148407
2016-01-13 02:00:00,42.152,61.75,3.89238,5.682174852331826
2016-01-13 03:00:00,41.72,59.69,4.004230000000001,6.012276513034201
2016-01-13 04:00:00,41.558,56.69,4.22793,6.5668173385991215
2016-01-13 05:00:00,41.846000000000004,53.94,4.29504,6.847943680723401
2016-01-13 06:00:00,43.538,49.0,3.84764,6.674996924071692
2016-01-13 07:00:00,46.31,48.25,3.04232,5.446417615311035
2016-01-13 08:00:00,50.918,53.94,2.5054400000000006,4.247814760227026
2016-01-13 09:00:00,55.346000000000004,36.75,4.29504,8.7442489913255
2016-01-13 10:00:00,58.694,33.25,5.212210000000001,11.020490616869765
2016-01-13 11:00:00,59.684,32.81,5.32406,11.320802491366525
2016-01-13 12:00:00,58.766,35.06,4.29504,8.959926664902088
2016-01-13 13:00:00,58.244,39.06,4.31741,8.570703459448845
2016-01-13 14:00:00,58.370000000000005,41.31,6.35308,12.099626125561416
2016-01-13 15:00:00,56.39,50.62,6.44256,10.574046697208233
2016-01-13 16:00:00,49.964,75.56,4.20556,4.499485369977254
2016-01-13 17:00:00,46.04,91.62,3.73579,1.8326722954814254
2016-01-13 18:00:00,45.284,100.0,3.10943,0.585806570044486
2016-01-13 19:00:00,44.744,100.0,2.55018,0.4883107180558188
2016-01-13 20:00:00,44.168,100.0,2.0133,0.39813515768904806
2016-01-13 21:00:00,43.34,100.0,1.5659,0.32597440527112614
2016-01-13 22:00:00,43.934,100.0,1.61064,0.33487679079351473
2016-01-13 23:00:00,45.428,100.0,2.59492,0.49956574295841794
2016-01-14 00:00:00,45.59,100.0,5.23458,0.9590767280403132
2016-01-14 01:00:00,46.058,100.0,5.54776,1.0197949524297094
2016-01-14 02:00:00,46.508,99.81,4.51874,0.8724134572853234
2016-01-14 03:00:00,46.418,97.81,4.20556,1.1173395873673695
2016-01-14 04:00:00,46.076,96.25,4.11608,1.3226569060828672
2016-01-14 05:00:00,45.59,95.12,4.36215,1.5693468814593043
2016-01-14 06:00:00,44.456,97.12,2.86336,0.8449391684529096
2016-01-14 07:00:00,45.482,93.94,3.89238,1.5737894813929263
2016-01-14 08:00:00,47.966,86.25,4.89903,3.3346748434118885
2016-01-14 09:00:00,51.728,74.88,5.212210000000001,5.667119866923242
2016-01-14 10:00:00,55.67,61.81,4.80955,7.110813386857501
2016-01-14 11:00:00,57.596000000000004,55.31,4.11608,6.66055967352563
2016-01-14 12:00:00,59.486000000000004,51.75,4.474,7.423663485021617
2016-01-14 13:00:00,60.422,50.69,5.346430000000001,8.86939892016921
2016-01-14 14:00:00,60.008,53.31,6.82285,11.06247157034403
2016-01-14 15:00:00,57.650000000000006,60.94,7.42684,11.028540093126635
2016-01-14 16:00:00,51.872,80.69,4.36215,3.899213753683861
2016-01-14 17:00:00,46.868,99.19,3.15417,0.6982888292825511
2016-01-14 18:00:00,45.284,100.0,2.6844,0.5137682766881418
2016-01-14 19:00:00,47.372,99.62,3.22128,0.6642414822192175
2016-01-14 20:00:00,47.93,95.62,2.93047,1.0467981090140694
2016-01-14 21:00:00,47.21,95.88,2.4607,0.8698939786570613
2016-01-14 22:00:00,46.67,96.5,3.10943,0.9954000814737299
2016-01-14 23:00:00,46.364000000000004,96.25,3.93712,1.2708284732810091
2016-01-15 00:00:00,46.112,96.94,4.72007,1.3907496049861896
2016-01-15 01:00:00,46.166,96.62,4.67533,1.4320705595702496
2016-01-15 02:00:00,46.148,95.44,4.474,1.561732312919668
2016-01-15 03:00:00,45.5,96.69,5.010880000000001,1.5110481538679001
2016-01-15 04:00:00,44.870000000000005,98.31,5.90568,1.424642262210316
2016-01-15 05:00:00,45.086,96.56,6.39782,1.9388302649312772
2016-01-15 06:00:00,44.006,100.0,6.01753,1.078388390805567
2016-01-15 07:00:00,45.734,95.44,7.06892,2.4259763469382993
2016-01-15 08:00:00,48.47,86.69,8.16505,5.368241945756862
2016-01-15 09:00:00,50.252,81.81,8.61245,7.181485411953106
2016-01-15 10:00:00,50.774,82.69,9.1717,7.3694866244927635
2016-01-15 11:00:00,50.468,85.62,9.05985,6.334384755678395
2016-01-15 12:00:00,50.540000000000006,87.56,8.63482,5.447190311597436
2016-01-15 13:00:00,51.008,88.69,8.54534,5.057529773105945
2016-01-15 14:00:00,51.692,88.62,7.89661,4.710921897536282
2016-01-15 15:00:00,51.836,89.12,6.82285,3.9617681197068326
